date,ticker,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,sentiment_score,sentiment_std,sentiment_min,sentiment_max,sentiment_positive,sentiment_negative,sentiment_neutral,news_count,sentiment_ma_3,sentiment_ma_7,sentiment_ma_14,sentiment_change,news_count_ma_7,sentiment_volatility,close_lag_1,close_lag_3,close_lag_5,close_lag_10,volume_lag_1,volume_lag_3,volume_lag_5,volume_lag_10,sentiment_score_lag_1,sentiment_score_lag_3,sentiment_score_lag_5,sentiment_score_lag_10,rsi_lag_1,rsi_lag_3,rsi_lag_5,rsi_lag_10,forward_return,target
2015-01-02,QQQ,95.66256201894464,96.0682195953277,94.44557522180368,94.90655517578124,31314600,94.90655517578124,94.90655517578124,94.90655517578124,94.90655517578124,94.90655517578124,94.90655517578124,,0.0,0.0,0.0,94.90655517578124,,,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,,,,,,,,,,,,,,,,,-0.00310854246666592,0
2015-01-05,QQQ,94.4917027860762,94.60234054683228,93.24705787206356,93.5144271850586,36521300,94.21049118041992,94.21049118041992,94.21049118041992,94.21049118041992,94.69238163874698,94.80343458387586,,-0.11105294512887554,-0.022210589025775107,-0.08884235610310043,94.21049118041992,96.1792574654591,92.24172489538074,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,94.90655517578124,,,,31314600.0,,,,0.0713265306122449,,,,,,,,0.0011828224290479916,1
2015-01-06,QQQ,93.65269775242996,93.80942926303952,91.84565701070557,92.26053619384766,66205500,93.56050618489583,93.56050618489583,93.56050618489583,93.56050618489583,94.31825157030093,94.61507174017007,,-0.29682016986913595,-0.07713250519444728,-0.21968766467468867,93.56050618489583,96.20772855474519,90.91328381504647,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,93.5144271850586,,,,36521300.0,,,,0.0713265306122449,,,,,,,,0.01448972869994325,1
2015-01-07,QQQ,92.86902739205064,93.67112803412785,92.64775194306732,93.44985961914062,37577400,93.53284454345703,93.53284454345703,93.53284454345703,93.53284454345703,94.18465280858396,94.52875973120491,,-0.3441069226209521,-0.13052738867974825,-0.21357953394120385,93.53284454345703,95.69712275557934,91.36856633133472,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,92.26053619384766,94.90655517578124,,,66205500.0,31314600.0,,,0.0713265306122449,0.0713265306122449,,,,,,,-0.003946145945760593,0
2015-01-08,QQQ,94.24273838520016,95.42284588520104,94.14132223748176,95.23845672607422,40212600,93.87396697998047,93.87396697998047,93.87396697998047,93.87396697998047,94.34677648819785,94.58132987897301,,-0.23455339077516157,-0.1513325890988309,-0.08322080167633067,93.87396697998047,96.29065178950657,91.45728217045436,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,93.44985961914062,93.5144271850586,,,37577400.0,36521300.0,,,0.0713265306122449,0.0713265306122449,,,,,,,-0.035334025736406094,0
2015-01-09,QQQ,95.53349408343908,95.56115175694326,94.05835251258326,94.61153411865234,41410100,93.8149627685547,93.99689483642578,93.99689483642578,93.99689483642578,94.3875084313447,94.58356723006037,,-0.19605879871566856,-0.16027783102219845,-0.03578096769347011,93.99689483642578,96.24076706189699,91.75302261095457,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,95.23845672607422,92.26053619384766,94.90655517578124,,40212600.0,66205500.0,31314600.0,,0.0713265306122449,0.0713265306122449,0.0713265306122449,,,,,,-0.0175405491994427,0
2015-01-12,QQQ,94.795924218665,94.8973403784962,93.38532658428107,93.62503814697266,34129800,93.8370849609375,93.9437724522182,93.9437724522182,93.9437724522182,94.27020531067207,94.51256507575758,,-0.24235976508551005,-0.17669421783486078,-0.06566554725064927,93.9437724522182,96.01133570217617,91.87620920226023,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,94.61153411865234,93.44985961914062,93.5144271850586,,41410100.0,37577400.0,36521300.0,,0.0713265306122449,0.0713265306122449,0.0713265306122449,,,,,,0.0006889880318174946,1
2015-01-13,QQQ,94.53776937386311,95.5334877580643,92.84135949329855,93.5973663330078,56162300,94.10445098876953,93.9004716873169,93.9004716873169,93.9004716873169,94.16669162180064,94.44477257629464,,-0.2780809544940013,-0.1969715651666889,-0.08110938932731238,93.9004716873169,95.83027171224373,91.97067166239006,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,93.62503814697266,95.23845672607422,92.26053619384766,,34129800.0,40212600.0,66205500.0,,0.0713265306122449,0.0713265306122449,0.0713265306122449,,,,,,0.006107110909901126,1
2015-01-14,QQQ,92.65699202351934,93.5605160357225,92.26054889071553,93.08109283447266,51354200,94.03069763183593,93.80942959255643,93.80942959255643,93.80942959255643,93.99967642375017,94.34375926208561,,-0.3440828383354386,-0.22639381980043888,-0.11768901853499975,93.80942959255643,95.69543171022309,91.92342747488976,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,93.5973663330078,94.61153411865234,93.44985961914062,,56162300.0,41410100.0,37577400.0,,0.0713265306122449,0.0713265306122449,0.0713265306122449,,,,,,0.030407714548587927,1
2015-01-15,QQQ,93.51438602017268,93.6618959355821,91.762660932966,91.87329864501952,51005400,93.35766601562499,93.61581649780274,93.61581649780274,93.61581649780274,93.67254138086854,94.16076217933998,,-0.4882207984714455,-0.2787592155346402,-0.20946158293680528,93.61581649780274,95.77480295930066,91.45683003630482,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49.0,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066,93.08109283447266,93.62503814697266,95.23845672607422,,51354200.0,34129800.0,40212600.0,,0.0713265306122449,0.0713265306122449,0.0713265306122449,,,,,,0.04626210044380463,1
